,MMM,AXP,BA,BAC,C
2015-03-30,166.0500030517578,78.05000305175781,152.6999969482422,15.520000457763672,51.63999938964844
2015-03-31,164.9499969482422,78.12000274658203,150.0800018310547,15.390000343322754,51.52000045776367
2015-04-01,162.52000427246094,78.93000030517578,148.63999938964844,15.40999984741211,51.619998931884766
2015-04-02,162.8000030517578,79.69999694824219,149.27999877929688,15.539999961853027,51.86000061035156
2015-04-06,165.47999572753906,79.62999725341797,150.92999267578125,15.510000228881836,51.619998931884766
2015-04-07,166.2100067138672,78.33000183105469,152.32000732421875,15.460000038146973,51.52000045776367
2015-04-08,166.27000427246094,78.69000244140625,153.36000061035156,15.609999656677246,51.88999938964844
2015-04-09,166.7899932861328,79.16000366210938,153.4199981689453,15.710000038146973,52.130001068115234
2015-04-10,167.07000732421875,79.58999633789062,154.3800048828125,15.720000267028809,52.43000030517578
2015-04-13,165.83999633789062,79.2699966430664,153.24000549316406,15.800000190734863,52.65999984741211
2015-04-14,165.99000549316406,79.48999786376953,153.2100067138672,15.81999969482422,52.72999954223633
2015-04-15,166.44000244140625,79.75,152.42999267578125,15.640000343322754,53.209999084472656
2015-04-16,165.88999938964844,80.91000366210938,151.97000122070312,15.789999961853027,54.02000045776367
2015-04-17,161.7100067138672,77.31999969482422,149.60000610351562,15.5600004196167,53.06999969482422
2015-04-20,164.50999450683594,77.2300033569336,152.6699981689453,15.56999969482422,53.20000076293945
2015-04-21,164.0,77.27999877929688,153.3300018310547,15.5,52.47999954223633
2015-04-22,164.6699981689453,78.44000244140625,151.19000244140625,15.739999771118164,53.09999847412109
2015-04-23,159.66000366210938,78.1500015258789,149.8699951171875,15.6899995803833,53.220001220703125
2015-04-24,158.99000549316406,77.98999786376953,148.39999389648438,15.640000343322754,52.900001525878906
2015-04-27,157.97999572753906,77.48999786376953,147.8000030517578,15.5600004196167,52.79999923706055
2015-04-28,158.3300018310547,77.48999786376953,147.50999450683594,15.649999618530272,53.02000045776367
2015-04-29,156.97000122070312,77.16000366210938,146.14999389648438,15.979999542236328,53.7599983215332
2015-04-30,156.38999938964844,77.44999694824219,143.33999633789062,15.93000030517578,53.31999969482422
2015-05-01,157.67999267578125,77.68000030517578,144.6699981689453,16.110000610351562,53.7599983215332
2015-05-04,159.02000427246094,78.27999877929688,144.02000427246094,16.440000534057617,54.16999816894531
2015-05-05,157.91000366210938,77.83999633789062,142.91000366210938,16.350000381469727,53.34999847412109
2015-05-06,157.63999938964844,77.8499984741211,141.0399932861328,16.290000915527344,52.81999969482422
2015-05-07,158.61000061035156,78.43000030517578,141.49000549316406,16.239999771118164,53.310001373291016
2015-05-08,160.60000610351562,78.9800033569336,145.4600067138672,16.450000762939453,54.02000045776367
2015-05-11,159.89999389648438,79.69999694824219,145.88999938964844,16.489999771118164,53.970001220703125
2015-05-12,160.07000732421875,79.08000183105469,145.42999267578125,16.43000030517578,53.7400016784668
2015-05-13,161.30999755859375,79.86000061035156,145.6199951171875,16.469999313354492,54.20000076293945
2015-05-14,163.14999389648438,80.75,147.9600067138672,16.520000457763672,54.59999847412109
2015-05-15,163.3000030517578,80.22000122070312,146.8800048828125,16.350000381469727,54.2400016784668
2015-05-18,162.8699951171875,80.16999816894531,146.7100067138672,16.510000228881836,54.66999816894531
2015-05-19,163.1199951171875,81.36000061035156,147.0500030517578,16.770000457763672,55.33000183105469
2015-05-20,161.89999389648438,80.95999908447266,146.4199981689453,16.739999771118164,54.88999938964844
2015-05-21,162.05999755859375,80.76000213623047,147.35000610351562,16.729999542236328,54.84000015258789
2015-05-22,160.97999572753906,81.25,144.80999755859375,16.75,54.970001220703125
2015-05-26,159.58999633789062,80.19000244140625,142.8000030517578,16.5,54.2400016784668
2015-05-27,161.02000427246094,80.11000061035156,143.0,16.739999771118164,54.869998931884766
2015-05-28,160.8699951171875,80.08999633789062,142.3300018310547,16.670000076293945,54.54999923706055
2015-05-29,159.0800018310547,79.72000122070312,140.52000427246094,16.5,54.08000183105469
2015-06-01,158.97999572753906,79.47000122070312,141.25,16.549999237060547,54.45000076293945
2015-06-02,159.0800018310547,79.98999786376953,143.25,16.719999313354492,54.720001220703125
2015-06-03,160.16000366210938,80.5999984741211,143.80999755859375,16.93000030517578,55.630001068115234
2015-06-04,158.35000610351562,79.36000061035156,141.19000244140625,16.780000686645508,55.33000183105469
2015-06-05,157.0800018310547,79.38999938964844,140.72999572753906,17.190000534057617,56.2400016784668
2015-06-08,156.58999633789062,78.80999755859375,140.63999938964844,17.079999923706055,55.650001525878906
2015-06-09,156.97999572753906,79.16999816894531,140.10000610351562,17.309999465942383,56.0
2015-06-10,159.0399932861328,80.19000244140625,141.6199951171875,17.59000015258789,57.02000045776367
2015-06-11,159.86000061035156,80.30000305175781,142.9600067138672,17.489999771118164,57.209999084472656
2015-06-12,158.0399932861328,79.52999877929688,142.8000030517578,17.489999771118164,57.11000061035156
2015-06-15,155.8699951171875,79.25,142.2899932861328,17.469999313354492,56.650001525878906
2015-06-16,156.49000549316406,79.36000061035156,142.33999633789062,17.549999237060547,57.06999969482422
2015-06-17,156.9499969482422,80.31999969482422,143.42999267578125,17.3700008392334,56.540000915527344
2015-06-18,159.6199951171875,80.7699966430664,145.3800048828125,17.3799991607666,56.7599983215332
2015-06-19,158.9499969482422,80.19000244140625,145.1300048828125,17.170000076293945,56.22999954223633
2015-06-22,159.67999267578125,81.25,145.6999969482422,17.469999313354492,56.95000076293945
2015-06-23,159.83999633789062,81.36000061035156,144.42999267578125,17.670000076293945,57.38999938964844
2015-06-24,157.5399932861328,80.73999786376953,143.0,17.489999771118164,56.65999984741211
2015-06-25,155.9199981689453,79.87999725341797,142.4499969482422,17.3700008392334,56.18999862670898
2015-06-26,157.08999633789062,79.87999725341797,142.47999572753906,17.40999984741211,56.34000015258789
2015-06-29,153.9499969482422,77.80000305175781,138.72999572753906,16.889999389648438,54.880001068115234
2015-06-30,154.3000030517578,77.72000122070312,138.72000122070312,17.020000457763672,55.2400016784668
2015-07-01,155.64999389648438,78.4000015258789,140.72999572753906,17.219999313354492,55.68000030517578
2015-07-02,155.3800048828125,78.20999908447266,140.2100067138672,17.030000686645508,55.369998931884766
2015-07-06,155.0800018310547,77.58999633789062,140.52000427246094,16.940000534057617,55.08000183105469
2015-07-07,155.42999267578125,77.55000305175781,143.14999389648438,16.690000534057617,54.5
2015-07-08,152.7100067138672,75.93000030517578,141.9199981689453,16.25,52.79999923706055
2015-07-09,153.75,76.33999633789062,142.8000030517578,16.479999542236328,53.709999084472656
2015-07-10,154.9499969482422,77.30999755859375,144.47999572753906,16.700000762939453,54.560001373291016
2015-07-13,156.47000122070312,78.52999877929688,146.6199951171875,17.020000457763672,55.540000915527344
2015-07-14,156.77999877929688,78.97000122070312,147.75,17.1299991607666,55.90999984741211
2015-07-15,156.0,78.54000091552734,146.88999938964844,17.68000030517578,56.459999084472656
2015-07-16,157.1699981689453,78.91999816894531,148.49000549316406,17.950000762939453,58.59000015258789
2015-07-17,156.69000244140625,79.22000122070312,146.83999633789062,18.100000381469727,58.75
2015-07-20,157.1199951171875,79.30000305175781,146.72000122070312,18.1200008392334,58.84999847412109
2015-07-21,155.75999450683594,78.94999694824219,145.0,18.07999992370605,59.09999847412109
2015-07-22,155.41000366210938,78.98999786376953,146.47000122070312,18.450000762939453,60.34000015258789
2015-07-23,149.5,77.01000213623047,146.11000061035156,18.18000030517578,59.869998931884766
2015-07-24,149.3300018310547,75.9000015258789,144.05999755859375,17.899999618530273,58.70000076293945
2015-07-27,148.7100067138672,74.91999816894531,141.02999877929688,17.670000076293945,57.959999084472656
2015-07-28,151.11000061035156,75.11000061035156,141.80999755859375,17.8799991607666,58.369998931884766
2015-07-29,151.4499969482422,75.69999694824219,144.13999938964844,18.15999984741211,58.91999816894531
2015-07-30,151.57000732421875,76.12000274658203,143.00999450683594,18.1299991607666,58.880001068115234
2015-07-31,151.33999633789062,76.05999755859375,144.1699981689453,17.8799991607666,58.459999084472656
2015-08-03,150.1199951171875,75.9800033569336,143.69000244140625,17.770000457763672,58.43999862670898
2015-08-04,150.39999389648438,75.72000122070312,143.5399932861328,17.799999237060547,58.470001220703125
2015-08-05,151.00999450683594,75.58999633789062,144.9499969482422,17.8700008392334,58.7400016784668
2015-08-06,149.25999450683594,75.0,143.82000732421875,17.809999465942383,58.09999847412109
2015-08-07,148.88999938964844,79.72000122070312,142.4199981689453,17.75,57.90999984741211
2015-08-10,151.24000549316406,81.26000213623047,145.86000061035156,18.040000915527344,58.7400016784668
2015-08-11,148.47999572753906,81.33999633789062,144.0500030517578,17.790000915527344,57.63999938964844
2015-08-12,148.52000427246094,81.0,142.42999267578125,17.520000457763672,56.90999984741211
2015-08-13,147.39999389648438,80.76000213623047,144.80999755859375,17.6200008392334,57.33000183105469
2015-08-14,148.27999877929688,80.91000366210938,145.08999633789062,17.700000762939453,57.59000015258789
2015-08-17,149.24000549316406,81.0,144.44000244140625,17.770000457763672,57.77000045776367
2015-08-18,148.30999755859375,81.23999786376953,144.60000610351562,17.690000534057617,57.54999923706055
2015-08-19,145.8699951171875,80.94999694824219,142.72000122070312,17.459999084472656,57.0
2015-08-20,143.35000610351562,78.76000213623047,137.02000427246094,16.719999313354492,55.33000183105469
2015-08-21,142.08999633789062,77.02999877929688,131.7100067138672,16.100000381469727,53.59999847412109
2015-08-24,138.5800018310547,74.6500015258789,127.19000244140624,15.289999961853027,50.34000015258789
2015-08-25,137.63999938964844,73.5199966430664,125.48999786376952,15.260000228881836,49.880001068115234
2015-08-26,142.72000122070312,75.62999725341797,129.33999633789062,16.059999465942383,52.27999877929688
2015-08-27,143.89999389648438,76.87999725341797,131.8699951171875,16.440000534057617,53.43999862670898
2015-08-28,144.2100067138672,76.6500015258789,133.24000549316406,16.360000610351562,53.27999877929688
2015-08-31,142.13999938964844,76.72000122070312,130.67999267578125,16.34000015258789,53.47999954223633
2015-09-01,138.5,74.0,127.44000244140624,15.579999923706056,50.93999862670898
2015-09-02,141.24000549316406,74.94000244140625,130.6300048828125,15.850000381469728,51.75
2015-09-03,141.74000549316406,75.26000213623047,131.02000427246094,15.9399995803833,51.790000915527344
2015-09-04,139.83999633789062,74.08000183105469,129.75999450683594,15.649999618530272,50.59000015258789
2015-09-08,143.42999267578125,75.48999786376953,133.82000732421875,16.15999984741211,51.650001525878906
2015-09-09,140.86000061035156,75.12000274658203,132.64999389648438,15.899999618530272,50.880001068115234
2015-09-10,140.77999877929688,75.30999755859375,133.5500030517578,16.040000915527344,51.06999969482422
2015-09-11,141.25999450683594,75.5,134.6699981689453,16.040000915527344,51.09999847412109
2015-09-14,140.80999755859375,75.13999938964844,134.42999267578125,15.960000038146973,50.97999954223633
2015-09-15,143.60000610351562,76.5,136.3000030517578,16.309999465942383,52.0
2015-09-16,144.1999969482422,77.31999969482422,137.1999969482422,16.329999923706055,52.59000015258789
2015-09-17,142.9499969482422,77.05999755859375,137.4499969482422,15.859999656677246,51.650001525878906
2015-09-18,139.6199951171875,75.94999694824219,136.08999633789062,15.5600004196167,50.290000915527344
2015-09-21,140.0399932861328,76.73999786376953,136.02000427246094,15.699999809265137,50.709999084472656
2015-09-22,138.02000427246094,75.70999908447266,133.99000549316406,15.56999969482422,50.380001068115234
2015-09-23,137.66000366210938,75.62999725341797,131.6699981689453,15.720000267028809,50.119998931884766
2015-09-24,137.5800018310547,74.69000244140625,129.75,15.550000190734863,49.130001068115234
2015-09-25,139.55999755859375,75.0999984741211,131.00999450683594,15.890000343322754,50.54999923706055
2015-09-28,138.3800048828125,73.33999633789062,128.1300048828125,15.470000267028809,49.02999877929688
2015-09-29,141.5500030517578,73.0999984741211,128.75,15.350000381469728,49.0
2015-09-30,141.77000427246094,74.12999725341797,130.9499969482422,15.579999923706056,49.61000061035156
2015-10-01,140.8000030517578,73.88999938964844,130.61000061035156,15.550000190734863,49.88999938964844
2015-10-02,143.1999969482422,74.41000366210938,132.55999755859375,15.380000114440918,49.880001068115234
2015-10-05,146.32000732421875,77.30000305175781,134.02000427246094,15.6899995803833,51.15999984741211
2015-10-06,145.7899932861328,76.91000366210938,134.6300048828125,15.6899995803833,51.060001373291016
2015-10-07,147.5399932861328,77.18000030517578,137.02000427246094,15.75,51.31999969482422
2015-10-08,149.47999572753906,77.18000030517578,139.0399932861328,15.75,51.650001525878906
2015-10-09,149.89999389648438,77.33000183105469,139.6999969482422,15.579999923706056,51.380001068115234
2015-10-12,150.05999755859375,77.30999755859375,140.67999267578125,15.520000457763672,51.27999877929688
2015-10-13,149.11000061035156,76.5999984741211,140.2899932861328,15.520000457763672,51.209999084472656
2015-10-14,148.32000732421875,76.16999816894531,134.22000122070312,15.640000343322754,50.720001220703125
2015-10-15,149.19000244140625,76.73999786376953,137.38999938964844,16.190000534057617,52.970001220703125
2015-10-16,148.6999969482422,77.20999908447266,137.60000610351562,16.1200008392334,52.68999862670898
2015-10-19,148.0,77.0,138.4199981689453,16.139999389648438,52.86000061035156
2015-10-20,149.11000061035156,76.94999694824219,138.8800048828125,16.200000762939453,52.84000015258789
2015-10-21,149.82000732421875,76.51000213623047,141.19000244140625,15.899999618530272,51.810001373291016
2015-10-22,156.0,72.5,146.30999755859375,16.15999984741211,52.5099983215332
2015-10-23,155.7899932861328,74.58999633789062,146.6999969482422,16.520000457763672,53.63999938964844
2015-10-26,156.5399932861328,74.19000244140625,146.6999969482422,16.510000228881836,53.11000061035156
2015-10-27,156.72999572753906,74.01000213623047,148.4600067138672,16.399999618530273,52.61000061035156
2015-10-28,158.0800018310547,74.44999694824219,147.8800048828125,17.280000686645508,54.72999954223633
2015-10-29,157.61000061035156,74.22000122070312,147.17999267578125,17.09000015258789,53.65999984741211
2015-10-30,157.2100067138672,73.26000213623047,148.07000732421875,16.780000686645508,53.16999816894531
2015-11-02,159.9199981689453,73.94000244140625,148.39999389648438,17.059999465942383,53.83000183105469
2015-11-03,158.75,74.02999877929688,148.08999633789062,17.18000030517578,54.15999984741211
2015-11-04,158.91000366210938,74.06999969482422,148.19000244140625,17.010000228881836,53.83000183105469
2015-11-05,158.99000549316406,73.93000030517578,147.97000122070312,17.309999465942383,54.150001525878906
2015-11-06,159.25999450683594,74.30000305175781,147.94000244140625,17.950000762939453,55.869998931884766
2015-11-09,157.47000122070312,73.41999816894531,145.97999572753906,17.68000030517578,55.709999084472656
2015-11-10,157.58999633789062,73.37000274658203,145.14999389648438,17.850000381469727,55.79999923706055
2015-11-11,159.0500030517578,72.91000366210938,144.99000549316406,17.75,54.900001525878906
2015-11-12,156.3000030517578,71.9800033569336,142.5399932861328,17.3700008392334,53.459999084472656
2015-11-13,155.64999389648438,71.19999694824219,142.58999633789062,17.200000762939453,53.16999816894531
2015-11-16,158.2100067138672,71.66000366210938,144.4199981689453,17.43000030517578,53.68999862670898
2015-11-17,157.02999877929688,71.11000061035156,146.0800018310547,17.420000076293945,53.4900016784668
2015-11-18,157.38999938964844,72.1500015258789,148.27999877929688,17.84000015258789,54.97999954223633
2015-11-19,158.3800048828125,72.73999786376953,149.24000549316406,17.690000534057617,55.060001373291016
2015-11-20,158.9499969482422,72.41999816894531,149.39999389648438,17.649999618530273,54.75
2015-11-23,158.64999389648438,72.23999786376953,148.33999633789062,17.469999313354492,54.27999877929688
2015-11-24,157.75,71.62999725341797,148.64999389648438,17.469999313354492,54.18000030517578
2015-11-25,157.6300048828125,71.69000244140625,147.42999267578125,17.440000534057617,54.08000183105469
2015-11-27,157.99000549316406,71.8499984741211,146.9499969482422,17.479999542236328,54.209999084472656
2015-11-30,156.5800018310547,71.63999938964844,145.4499969482422,17.43000030517578,54.09000015258789
2015-12-01,156.89999389648438,72.19999694824219,147.74000549316406,17.809999465942383,54.880001068115234
2015-12-02,155.6999969482422,71.19999694824219,146.9600067138672,17.6200008392334,54.13999938964844
2015-12-03,154.3800048828125,70.41999816894531,145.55999755859375,17.299999237060547,53.5099983215332
2015-12-04,158.22000122070312,71.0999984741211,148.5,17.799999237060547,55.09000015258789
2015-12-07,157.75,70.61000061035156,148.4499969482422,17.540000915527344,54.400001525878906
2015-12-08,156.7899932861328,69.91000366210938,144.99000549316406,17.190000534057617,53.38999938964844
2015-12-09,156.0500030517578,69.86000061035156,144.24000549316406,17.100000381469727,52.810001373291016
2015-12-10,157.52000427246094,70.11000061035156,146.41000366210938,17.200000762939453,52.650001525878906
2015-12-11,154.8300018310547,68.86000061035156,144.6199951171875,16.729999542236328,51.11000061035156
2015-12-14,157.6300048828125,68.83000183105469,143.0,16.799999237060547,51.09999847412109
2015-12-15,148.1300048828125,70.1500015258789,146.52999877929688,17.420000076293945,52.52000045776367
2015-12-16,149.9499969482422,70.70999908447266,148.11000061035156,17.75,53.900001525878906
2015-12-17,148.85000610351562,69.56999969482422,145.55999755859375,17.299999237060547,52.84000015258789
2015-12-18,146.9199981689453,67.87000274658203,139.5800018310547,16.760000228881836,51.209999084472656
2015-12-21,147.47999572753906,68.4000015258789,140.89999389648438,16.969999313354492,51.790000915527344
2015-12-22,148.97000122070312,68.8499984741211,142.3800048828125,17.079999923706055,52.0099983215332
2015-12-23,151.16000366210938,69.97000122070312,144.05999755859375,17.34000015258789,52.630001068115234
2015-12-24,151.19000244140625,70.16000366210938,143.52999877929688,17.270000457763672,52.709999084472656
2015-12-28,151.22000122070312,69.76000213623047,144.5399932861328,17.1299991607666,52.380001068115234
2015-12-29,152.88999938964844,70.55000305175781,147.35000610351562,17.280000686645508,52.97999954223633
2015-12-30,151.91000366210938,70.16000366210938,146.41000366210938,17.049999237060547,52.29999923706055
2015-12-31,150.63999938964844,69.55000305175781,144.58999633789062,16.829999923706055,51.75
2016-01-04,146.82000732421875,67.58999633789062,140.5,16.43000030517578,51.130001068115234
2016-01-05,147.4600067138672,66.55000305175781,141.07000732421875,16.43000030517578,50.86000061035156
2016-01-06,144.49000549316406,64.41999816894531,138.8300018310547,16.079999923706055,50.119998931884766
2016-01-07,140.97000122070312,63.84000015258789,133.00999450683594,15.5,47.560001373291016
2016-01-08,140.49000549316406,63.630001068115234,129.99000549316406,15.199999809265137,46.130001068115234
2016-01-11,140.4600067138672,64.05000305175781,130.2100067138672,15.3100004196167,46.84999847412109
2016-01-12,140.86000061035156,64.4000015258789,131.9199981689453,15.3100004196167,46.880001068115234
2016-01-13,138.72000122070312,62.84999847412109,128.1199951171875,14.899999618530272,45.18999862670898
2016-01-14,141.17999267578125,63.290000915527344,129.1999969482422,14.989999771118164,45.380001068115234
2016-01-15,138.69000244140625,62.90999984741211,125.62999725341795,14.460000038146973,42.470001220703125
2016-01-19,138.38999938964844,62.63999938964844,126.05999755859376,14.239999771118164,41.93999862670898
2016-01-20,136.9600067138672,63.02999877929688,122.13999938964844,13.6899995803833,40.4900016784668
2016-01-21,137.75999450683594,62.63999938964844,123.4000015258789,13.359999656677246,40.150001525878906
2016-01-22,139.52000427246094,55.060001373291016,124.61000061035156,13.5600004196167,41.060001373291016
2016-01-25,137.57000732421875,55.02000045776367,124.01000213623048,12.960000038146973,39.54999923706055
2016-01-26,144.77999877929688,55.09000015258789,128.00999450683594,13.3100004196167,40.5
2016-01-27,145.5500030517578,54.52000045776367,116.58000183105467,13.359999656677246,40.560001373291016
2016-01-28,147.32000732421875,52.880001068115234,118.01000213623048,13.529999732971191,40.38999938964844
2016-01-29,151.0,53.5,120.12999725341795,14.140000343322754,42.58000183105469
2016-02-01,148.72999572753906,54.70000076293945,121.55999755859376,13.960000038146973,42.47999954223633
2016-02-02,147.8699951171875,53.65999984741211,117.5199966430664,13.229999542236328,40.41999816894531
2016-02-03,152.52000427246094,54.11000061035156,121.87000274658205,13.029999732971191,40.36000061035156
2016-02-04,153.44000244140625,54.380001068115234,123.61000061035156,13.25,40.790000915527344
2016-02-05,153.47000122070312,53.97999954223633,122.55999755859376,12.949999809265137,39.86000061035156
2016-02-08,153.89999389648438,52.400001525878906,119.47000122070312,12.270000457763672,37.810001373291016
2016-02-09,154.74000549316406,52.630001068115234,118.87999725341795,12.199999809265137,37.5099983215332
2016-02-10,152.4499969482422,52.290000915527344,116.36000061035156,11.979999542236328,37.40999984741211
2016-02-11,150.6699981689453,51.11000061035156,108.44000244140624,11.15999984741211,34.97999954223633
2016-02-12,153.9600067138672,52.65999984741211,108.62999725341795,11.949999809265137,37.540000915527344
2016-02-16,155.52999877929688,53.18000030517578,112.5999984741211,12.25,38.88999938964844
2016-02-17,156.6199951171875,53.61000061035156,116.33999633789062,12.5600004196167,39.77999877929688
2016-02-18,156.77999877929688,54.150001525878906,117.56999969482422,12.239999771118164,38.91999816894531
2016-02-19,156.4499969482422,54.709999084472656,115.16000366210938,12.130000114440918,38.9900016784668
2016-02-22,157.6999969482422,55.630001068115234,117.38999938964844,12.539999961853027,39.52000045776367
2016-02-23,156.1699981689453,55.11000061035156,116.9000015258789,12.15999984741211,38.220001220703125
2016-02-24,157.22000122070312,54.63999938964844,115.58999633789062,12.130000114440918,38.09000015258789
2016-02-25,158.99000549316406,55.38999938964844,116.81999969482422,12.31999969482422,38.619998931884766
2016-02-26,158.27000427246094,55.380001068115234,118.16000366210938,12.699999809265137,39.5
2016-02-29,156.8699951171875,55.58000183105469,118.18000030517578,12.520000457763672,38.84999847412109
2016-03-01,159.58999633789062,56.79999923706055,119.95999908447266,13.1899995803833,41.27000045776367
2016-03-02,159.41000366210938,57.119998931884766,119.6500015258789,13.40999984741211,42.220001220703125
2016-03-03,159.3800048828125,58.09000015258789,119.61000061035156,13.5,42.83000183105469
2016-03-04,160.07000732421875,58.290000915527344,121.06999969482422,13.539999961853027,42.83000183105469
2016-03-07,160.57000732421875,59.0,122.9000015258789,13.529999732971191,42.61000061035156
2016-03-08,160.1999969482422,59.43000030517578,122.3499984741211,13.0600004196167,41.04999923706055
2016-03-09,160.08999633789062,59.04999923706055,122.86000061035156,13.140000343322754,41.150001525878906
2016-03-10,159.88999938964844,58.75,122.94000244140624,13.270000457763672,41.369998931884766
2016-03-11,161.8800048828125,59.459999084472656,124.62999725341795,13.789999961853027,42.9900016784668
2016-03-14,161.80999755859375,59.56999969482422,126.33999633789062,13.640000343322754,42.66999816894531
2016-03-15,162.41000366210938,59.22999954223633,126.36000061035156,13.56999969482422,42.59000015258789
